218.7092374994349, 
228.0706829103738, 
233.58515980370615, 
226.39392471590523, 
216.91315716133315, 
221.8494615477114, 
217.9133855449726, 
227.00534858037344, 
220.49089360721285, 
224.11340801655675, 
219.29562976317828, 
212.13273502418113, 
217.99974191309062, 
215.88000089365147, 
218.28215902705858, 
224.06480535882326, 
227.80824594646052, 
232.95611948773401, 
222.16145054859388, 
223.75483077359507, 
220.12431220520097, 
219.3248861728037, 
223.45775268271856, 
220.81179775928328, 
226.06776617235263, 
222.97305094512032, 
230.4980452815594, 
222.37790621505184, 
222.69779615926475, 
225.30143848815013, 
