194.9562552916907, 
196.0304193805324, 
196.79820552614285, 
195.22261267509376, 
195.7584677964762, 
196.5752549287167, 
194.65404199364, 
196.23754261140374, 
194.7774759557085, 
194.59603852457943, 
196.68674209892154, 
195.9398777895687, 
196.2864864804329, 
194.18751570508036, 
195.05323287209592, 
196.782327971442, 
195.2974412024751, 
195.85038244940054, 
196.48309450918595, 
194.738341997078, 
196.20473810571048, 
194.89620549271848, 
194.3888942157847, 
195.7370210939359, 
195.38450867354774, 
196.83536153353595, 
195.42723074055255, 
195.0020741822269, 
195.85691303894782, 
196.48594208368652, 
