563.9087914792468, 
563.2875256245294, 
563.192443990439, 
563.5438641965408, 
563.9471644617216, 
563.6352504647462, 
563.5585859002919, 
563.6308491226426, 
561.9753282308418, 
564.6466288123383, 
564.1250793393078, 
563.1058208186953, 
561.78413737862, 
564.6891423797864, 
561.6546563073152, 
565.3397037822718, 
563.7279747982903, 
563.416660782781, 
564.5729636725272, 
563.4495047786058, 
563.4133966222507, 
563.1280795395561, 
563.5901786760644, 
563.7902549840787, 
562.5309508973011, 
562.6314496224899, 
562.9094492237737, 
563.0960235500708, 
563.5477202938872, 
561.7936323127403, 
