0.9949586392312201, -1.973052455362951E-9, -2.7709251385012463E-9, 3.5721547266668235E-10, -2.923202205452246E-9, 4.174697490186886E-9, 0.9949586377789073, 3.324346094602699E-9, 0.10046953312282783, 0.03582753020697882, 4.854935229980854E-9, -4.254736181112481E-9, -1.0225544590684936, -0.015230277768522038, 6.675619414416093E-9, 0.9949586445321721, 0.9949586326834374, -3.1116101609318054E-9, 1.060413749616474, 1.7585651319796038E-9, -0.015108590565016039, 5.880436038131689E-9, 2.4213553141010932E-9, -0.9332810544652519, -5.42043364244652E-9, -5.752165990410952E-9, -0.9949586388966289, 3.4840563574291565E-9, -2.2314285556895728E-10, -0.9949586379521171, 
-4.00459516422027, -5.0, -3.0096595575469114, -3.0096496898931324, -4.004569641991044, -3.0096058154316427, -4.999514503825504, -4.004582884066655, -4.004589378161839, -4.004614374331679, -3.0096223989811732, -4.004547792639796, -4.004566824072252, -4.004547153833476, -3.0095974118759816, -5.0, -3.009615758308201, -4.999542066082315, -4.0045848770808785, -4.004618657808139, -4.999500051746141, -4.9995372070943915, -4.067323026033993, -4.0931591123623186, -3.0096273123394606, -3.0096128361004895, -3.0096199290189167, -5.0, -4.004575988155858, -4.999502558431747, 
-3.979783864469243, -3.979783866383415, -4.974691394089505, -4.009285617301159, -3.956159330955222, -2.9848556887108186, -3.9797838643377306, -5.0, -3.9797838590119703, -2.9848556982845786, -3.9797838578577074, -2.984855692793107, -5.0, -2.9848557051272393, -5.0, -4.974691384616798, -3.9797838572453688, -2.9848557071478075, -3.9797838609327383, -3.9797838630640725, -2.9848556934421335, -2.984855699810681, -5.0, -4.974691398651771, -4.974691390264607, -2.9848557040063275, -3.999301174357249, -4.974691383174692, -2.984855705052909, -3.9380169458245935, 
-2.9848557033359033, -4.974691388621369, -3.939926524924874, -4.022309689167151, -4.974691392022851, -3.012838469194295, -3.979783858388151, -3.979783859576599, -3.9797838623476642, -3.979783862336187, -3.9901308078194337, -4.974691392451265, -3.9797838581238234, -4.974691390193624, -3.9797838637998684, -3.9797838553645057, -5.0, -2.9904698118471313, -4.048889744448744, -2.984855701231394, -2.9848557094094406, -3.9473957079396405, -3.9797838666411156, -2.984855696123935, -3.9797838574527002, -4.974691385299349, -3.979783865821856, -3.97978386594606, -3.979783859135298, -3.979783860252476, 
-5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, 
-5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, 
-5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, 
-5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, 
-5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, 
-5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, 
