3.215135364210112, 
3.1859064713893344, 
3.247431635403243, 
3.3025074194589505, 
3.1907162053952467, 
3.130081390907047, 
3.2610032375730627, 
3.181334056070065, 
3.152944938918589, 
3.255500939173402, 
3.173872521598612, 
3.250537205125069, 
3.302791869818479, 
3.213890882030975, 
3.224739724719057, 
3.185351834284168, 
3.2354493427009245, 
3.2028480090227402, 
3.1958972198594053, 
3.2149513517928296, 
3.290488247492514, 
3.216662594226065, 
3.1707897482760297, 
3.2331193517044627, 
3.2640729216671196, 
3.21476375359788, 
3.1533844413520797, 
3.188546176828431, 
3.2324395857231845, 
3.217598075184755, 
