214.65253553425333, 
214.32078224253314, 
211.40332615937484, 
212.18925908373578, 
212.50440198535907, 
212.6079706587584, 
206.86877616179342, 
213.51493184248292, 
205.75393008519882, 
211.4187459086832, 
213.96891688289696, 
209.15810596178892, 
205.68093806320795, 
213.5448814423748, 
207.26983560616827, 
208.66085924370893, 
213.78251602713362, 
212.734754399753, 
209.2386290230113, 
205.46632488543366, 
210.64469483169853, 
209.10079132346252, 
210.90452154810194, 
212.58831366680545, 
207.04389438941416, 
207.8940295947233, 
208.70379681874488, 
215.63328280661452, 
214.05516118032688, 
212.86834229426935, 
