1.9007691097193136, 
1.948407503432882, 
1.8875792849406956, 
1.9304885374292986, 
1.919067826793629, 
1.9165176192208757, 
1.9096466329701112, 
1.960459371344949, 
1.921110377133007, 
1.8717947168667166, 
1.90636795207957, 
1.9597612986116837, 
1.9100213051473922, 
1.9422072613869437, 
1.894042540277018, 
1.9409542533980058, 
2.0127632735413603, 
1.8804273895363066, 
1.930006632384963, 
1.9179177693474976, 
1.916017464411756, 
1.9281913036389113, 
1.9648750641247994, 
1.9252183390631383, 
1.9435160745373306, 
1.9192796917322799, 
1.838681076153571, 
1.9628217852681957, 
1.9274336672103507, 
1.922274217173769, 
