62.84614943839944, 
62.4395660908882, 
63.233604356098816, 
62.611619435162915, 
62.72260800712776, 
62.842713175456375, 
63.24684719712163, 
63.60820846301771, 
63.059226098232344, 
62.931012436063085, 
62.746883411723104, 
62.4846793950696, 
62.84087614174961, 
62.74464332085448, 
62.769303269882, 
62.53798814881241, 
62.440288632683874, 
63.36064313990604, 
62.208908388308835, 
61.99134991207868, 
62.26653303929602, 
63.60781060242843, 
62.88711854578891, 
62.71296820812749, 
62.81882042977545, 
62.472808475968726, 
63.21477890592771, 
63.49307767774206, 
63.12365633710833, 
63.25365118997208, 
