2.903242191203614, 
2.9007145111447175, 
2.8787611500524575, 
2.945094026016447, 
2.8995119931483666, 
3.021615643515642, 
2.8733888399704095, 
2.9544613112056965, 
2.9247900691800446, 
2.942007757133979, 
2.856724490105402, 
2.973949141850469, 
2.8873828988156625, 
2.936769606709044, 
2.882454994747455, 
2.945392027133955, 
2.9178010827571046, 
2.9279774218039516, 
2.892320717039936, 
2.8705768529960145, 
2.9461156079557105, 
2.9689614104239404, 
2.9703487446857437, 
2.9854077391375053, 
2.94280734247937, 
2.9018457339824555, 
2.9321884212425435, 
2.8527922988077083, 
2.9916587059357003, 
2.9288339920775837, 
