1410354.2203455153, 
1425690.319915741, 
1430588.674085121, 
1449434.209450814, 
1413433.6798236195, 
1414094.2794837279, 
1426118.570945274, 
1422622.9217819471, 
1408513.3247924037, 
1427388.3862682201, 
1423383.351469441, 
1411880.4541411223, 
1429883.519417956, 
1435683.4016406245, 
1412248.2633667593, 
1424235.09220038, 
1416279.012604396, 
1436903.038721171, 
1424424.8255190118, 
1425561.2667322273, 
1421458.1166357582, 
1422360.1469516556, 
1417128.9389283634, 
1430268.8593068568, 
1426291.573088247, 
1427600.896258401, 
1414158.8678374793, 
1414298.0668358763, 
1424674.8930649834, 
1422774.2912088912, 
