129.13242676193966, 
119.20242160566802, 
123.15049293311306, 
119.22515653237153, 
117.55586935666147, 
118.12217046560542, 
122.46748610333609, 
117.59211953506629, 
123.05016618858778, 
125.49907669965559, 
122.42474235140243, 
123.22273616120818, 
126.75914250967311, 
125.41454183216773, 
123.48562169995294, 
127.59751577507983, 
126.41126191743582, 
123.9311825884883, 
125.82287422090296, 
121.2450816496638, 
120.22431139750273, 
126.22169237943052, 
125.36791141926983, 
127.32470572050151, 
128.82338252739873, 
123.11982782032226, 
121.36993426085371, 
122.0876590884633, 
125.7249670423162, 
122.72903646557438, 
