672388.6914346075, 
619478.1509420299, 
701209.4909745055, 
728184.4091951671, 
666202.9015191527, 
624597.3194533542, 
685981.1350334646, 
668083.9641909513, 
693860.8955626611, 
685027.1009519675, 
653678.1762979877, 
655830.7826135404, 
686888.0061969497, 
686319.6225979108, 
687220.1802339185, 
682456.6842748844, 
688588.394520183, 
682446.060637803, 
613998.2182117957, 
656997.9300095837, 
622543.6116277213, 
650184.1902900736, 
657622.8442433261, 
738401.0884970194, 
706885.7364132215, 
636615.9245078156, 
646472.0364684367, 
699899.950399787, 
664232.5585190834, 
670349.0757456986, 
