1.5064933820925033, 
1.5323673743267578, 
1.5173044372783004, 
1.581159778767496, 
1.5622756953527648, 
1.5225824665482475, 
1.5331662067885854, 
1.5187896939512278, 
1.595490503704235, 
1.499685701982419, 
1.5466137226343488, 
1.5502384820556263, 
1.530394585041382, 
1.530501430538793, 
1.5308885169358841, 
1.5322165873031321, 
1.5024158731319892, 
1.563326283296582, 
1.4880661002124334, 
1.520064241315006, 
1.5340501048759638, 
1.5520081200394158, 
1.5395221654959808, 
1.509645133546543, 
1.5498051958935888, 
1.517290850266493, 
1.5285386127230771, 
1.5301819662577698, 
1.5830498798987855, 
1.5386468708959866, 
