1.3361908919581265, 
1.3365384242473293, 
1.3323517410667844, 
1.3191462368546063, 
1.3377719321159474, 
1.3145437190867417, 
1.3375265545930128, 
1.3378927979867796, 
1.2945395578002454, 
1.3129725983665073, 
1.3298250622564474, 
1.3658724041666137, 
1.3551316279570906, 
1.3280750934812322, 
1.3165971706902364, 
1.3464524617527747, 
1.3117490156931277, 
1.3431258973658131, 
1.3412045383817743, 
1.3476996250255955, 
1.3395789201385961, 
1.3583171627389476, 
1.321038036111394, 
1.3301067551906811, 
1.3340505246482663, 
1.3423536993154173, 
1.3257515391772363, 
1.3282704885016654, 
1.3493050670790128, 
1.348413925178014, 
