488752.2962797329, 
484822.50848537585, 
491104.6451789947, 
484813.5380886822, 
494795.4700795145, 
497768.9260051247, 
485452.28345269983, 
491909.96203045227, 
484308.18477533764, 
486943.76287959045, 
491176.12381121534, 
488004.4613415927, 
485227.58003280207, 
487874.8563386721, 
494945.4757536507, 
488241.344330628, 
482929.7708019487, 
494382.1592672595, 
482455.96625869704, 
482378.4180066896, 
489844.49197803356, 
486709.27560514165, 
485269.6997136673, 
495975.8256780114, 
486523.674769227, 
492155.22637503594, 
488791.736135259, 
488834.2777879178, 
496467.0272671207, 
487216.3411291145, 
