1.3758646583802743, 
1.380105316978844, 
1.3698761526790473, 
1.4059761793116592, 
1.398612971794293, 
1.3597859374596222, 
1.4207075539126135, 
1.3242534285109073, 
1.3704057640051794, 
1.3469237234559501, 
1.3871198987873472, 
1.3850888944361248, 
1.3590765697266305, 
1.3848297338287425, 
1.3818638741135052, 
1.3486922772264367, 
1.3728705794409224, 
1.3844775702792511, 
1.3953839577089486, 
1.4016568859496006, 
1.3460910394957155, 
1.3782568536414403, 
1.352245631437095, 
1.38248796712524, 
1.4065877558518043, 
1.3330598013167345, 
1.3797313705151373, 
1.3717928665518584, 
1.3507054380236914, 
1.3672806772397195, 
