363.7883083788168, 
362.7388335458891, 
363.18429194455877, 
362.9152296245769, 
363.00494242340756, 
363.4516988480889, 
363.8790274618274, 
363.1943729697786, 
363.5174539818874, 
363.3541152931819, 
363.2235245692275, 
363.1574446368594, 
363.24974016781204, 
363.3981907391438, 
363.78212908952463, 
362.9399615933987, 
363.1099375351828, 
363.91593686113595, 
363.88608857694, 
362.54258211069975, 
362.9446266519676, 
363.13967010577073, 
363.1662191633544, 
362.9437501333597, 
362.85996871966614, 
363.4304584611561, 
363.2930205569969, 
362.5864395315329, 
362.6583226133196, 
362.41288216832083, 
